id,title,type,release_year,age_certification,genres,imdb_id,imdb_score
tm354644,Something Huge,MOVIE,2017,,"['comedy', 'european']",tt5674698,4.4
tm440996,Trevor Noah: Son of Patricia,MOVIE,2018,R,['comedy'],tt9170648,7.3
tm242765,Raising the Bar,MOVIE,2017,PG,"['drama', 'family', 'documentation', 'sport']",tt5274066,5.5
tm348073,Pup Star: Better 2Gether,MOVIE,2017,G,['family'],tt6357074,4.4
tm307751,Jab Harry Met Sejal,MOVIE,2017,PG,"['romance', 'comedy', 'drama']",tt5997666,5
tm273600,Kuroko's Basketball the Movie: Last Game,MOVIE,2017,,"['animation', 'drama', 'sport']",tt6728390,7.7
ts81596,Black Crows,SHOW,2017,TV-MA,"['war', 'drama', 'thriller']",tt7356518,5.4
tm464542,Tottaa Pataaka Item Maal,MOVIE,2018,,['drama'],tt9000388,7.6
tm445456,Pihu,MOVIE,2018,G,"['thriller', 'drama', 'family']",tt8458202,6.7
tm481188,Isoken,MOVIE,2017,,"['romance', 'drama', 'comedy']",tt6685776,6.6
tm309903,The Little Vampire 3D,MOVIE,2017,,"['fantasy', 'horror', 'animation', 'comedy', 'family', 'european']",tt4729560,5.4
tm424888,Armed to the Teeth,MOVIE,2018,,"['documentation', 'crime', 'thriller']",tt7609436,7.9
tm317491,Spyder,MOVIE,2017,,"['thriller', 'action', 'crime']",tt6522546,6.3
tm355666,Saving Capitalism,MOVIE,2017,,['documentation'],tt6185286,6.8
ts74959,Yummy Mummies,SHOW,2017,,"['reality', 'comedy']",tt7172230,4
tm331117,Carbone,MOVIE,2017,,"['thriller', 'crime', 'european']",tt6183834,6.5
tm409494,Ali Wong: Hard Knock Wife,MOVIE,2018,,['comedy'],tt7410684,7.3
tm348392,The Last Shaman,MOVIE,2017,,"['documentation', 'drama', 'family', 'european']",tt6080156,6.6
tm375007,Feminists: What Were They Thinking?,MOVIE,2018,,['documentation'],tt5419676,6.9
tm411467,Dany Boon: Des Hauts-De-France,MOVIE,2018,,"['comedy', 'european']",tt8352124,6.2
tm416620,Quién te cantará,MOVIE,2018,,"['thriller', 'drama', 'music', 'european']",tt6485304,6.9
ts81485,Ponysitters Club,SHOW,2018,TV-Y,['family'],tt7692572,6
ts82445,Ashes of Love,SHOW,2018,TV-14,"['drama', 'comedy', 'thriller', 'fantasy', 'romance']",tt8976346,8.5
tm357272,Barbra: The Music ... The Mem'ries ... The Magic!,MOVIE,2017,,"['documentation', 'music']",tt7588584,7.5
ts78099,72 Dangerous Animals: Latin America,SHOW,2017,,['documentation'],tt7909708,6.5
tm446987,Russell Brand: Re:Birth,MOVIE,2018,,['comedy'],tt9349942,6.5
tm307551,Katherine Ryan: In Trouble,MOVIE,2017,,['comedy'],tt6540084,7
tm349752,Heroin(e),MOVIE,2017,,['documentation'],,
ts85183,Vai Anitta,SHOW,2018,TV-MA,"['documentation', 'reality']",tt8961530,5.6
ts84484,Dancing Queen,SHOW,2018,,"['reality', 'music']",tt8882486,6.9
tm359658,The 3rd Eye,MOVIE,2017,,"['horror', 'thriller', 'animation', 'drama', 'fantasy', 'european']",tt6506146,5.1
tm311898,Small Crimes,MOVIE,2017,,"['crime', 'drama', 'thriller']",tt6158968,5.8
tm421748,Ee Nagaraniki Emaindi,MOVIE,2018,,"['drama', 'comedy']",tt8490894,7.9
tm429174,Gun City,MOVIE,2018,,"['drama', 'history', 'thriller', 'action', 'crime', 'european']",tt7104984,6.3
ts83045,Accidentally In Love,SHOW,2018,TV-14,"['comedy', 'drama', 'music', 'romance']",tt9077184,7.6
tm361770,Craig Ferguson: Tickle Fight,MOVIE,2017,,['comedy'],tt7193448,6.6
tm375547,El club de los buenos infieles,MOVIE,2018,,"['comedy', 'european']",tt3398808,5.5
ts78707,The Joel McHale Show with Joel McHale,SHOW,2018,TV-MA,['comedy'],tt7895706,7.1
ts76245,The Day I Met El Chapo: The Kate del Castillo Story,SHOW,2017,TV-MA,['documentation'],tt7334894,6.8
tm279585,Deidra & Laney Rob a Train,MOVIE,2017,,"['drama', 'comedy', 'crime']",tt4144332,6
tm307774,Jagga Jasoos,MOVIE,2017,PG,"['romance', 'action', 'comedy']",tt4129428,6.4
tm411503,Candy Jar,MOVIE,2018,PG-13,['comedy'],tt6744044,5.8
tm363329,Christmas Wedding Planner,MOVIE,2017,PG,['romance'],tt7074092,4.3
tm326704,Parmanu: The Story of Pokhran,MOVIE,2018,,"['drama', 'history', 'action']",tt6826438,7.6
tm359030,F.R.E.D.I.,MOVIE,2018,,"['scifi', 'family']",tt6146590,4.9
tm327652,"Roxanne, Roxanne",MOVIE,2017,,"['drama', 'music']",tt5796838,6.2
tm321628,Rip Tide,MOVIE,2017,,"['drama', 'family', 'action', 'thriller']",tt6262764,5.5
tm348175,Jeff Dunham: Relative Disaster,MOVIE,2017,,['comedy'],tt7364706,6.4
tm416458,The Insomnia Club,MOVIE,2018,PG-13,"['comedy', 'drama']",tt6719840,6.2
tm352865,Rodney Carrington: Here Comes the Truth,MOVIE,2017,,"['comedy', 'documentation']",tt7582798,4.5
ts79086,Mariposa de barrio,SHOW,2017,TV-MA,['drama'],tt6834120,7.6
tm437159,ReMastered: Who Shot the Sheriff,MOVIE,2018,,"['documentation', 'crime', 'history', 'music']",tt9118620,6.9
tm446206,Angela's Christmas,MOVIE,2017,G,"['family', 'animation']",,
tm324278,What We Started,MOVIE,2018,,"['documentation', 'music']",tt6191876,7.1
tm348845,Marc Maron: Too Real,MOVIE,2017,,['comedy'],tt7335938,7.2
tm353627,Christina P: Mother Inferior,MOVIE,2017,,['comedy'],tt7057376,6.4
ts84200,Best.Worst.Weekend.Ever.,SHOW,2018,TV-PG,"['comedy', 'family']",tt7768010,6.4
ts82500,Treehouse Detectives,SHOW,2018,TV-Y7,['animation'],tt8591984,7.6
tm439854,Baazaar,MOVIE,2018,,"['drama', 'crime', 'thriller']",tt6519690,6.5
tm299396,Getaway Plan,MOVIE,2017,,"['thriller', 'crime', 'drama', 'action', 'european']",tt5003186,5.6
tm300447,Bill Burr: Walk Your Way Out,MOVIE,2017,,"['comedy', 'documentation']",tt6184894,7.2
ts82192,Samantha!,SHOW,2018,TV-MA,['comedy'],tt6626676,6.6
tm306631,Trevor Noah: Afraid of the Dark,MOVIE,2017,PG-13,['comedy'],tt6562866,7.2
tm440255,The Plagues of Breslau,MOVIE,2018,,"['crime', 'thriller', 'action', 'european']",tt8618118,5.9
tm414595,Period. End of Sentence.,MOVIE,2018,,['documentation'],,
tm353247,Qarib Qarib Singlle,MOVIE,2017,,"['drama', 'romance', 'comedy']",tt7399470,7.1
tm426983,Joy,MOVIE,2018,,"['drama', 'european']",tt8917752,6.6
ts82323,On Children,SHOW,2018,,"['drama', 'family', 'scifi']",tt8507402,7.2
tm355941,Zoo,MOVIE,2018,,['drama'],tt6149820,5.7
tm411313,Forgive Us Our Debts,MOVIE,2018,,"['drama', 'european']",tt6679412,6.2
tm372610,Derren Brown: Miracle,MOVIE,2018,,['documentation'],tt8599562,6.5
ts55533,Legend Quest,SHOW,2017,TV-Y7,"['animation', 'comedy', 'fantasy']",tt5038900,7.3
ts76949,Trailer Park Boys: Out of the Park: USA,SHOW,2017,TV-MA,['comedy'],,
tm307843,Angamaly Diaries,MOVIE,2017,,"['action', 'drama', 'comedy', 'thriller']",tt6167894,8
tm365670,Perú: Tesoro Escondido,MOVIE,2017,,['documentation'],tt7679306,6.1
ts82843,The Curious Creations of Christine McConnell,SHOW,2018,TV-PG,"['reality', 'comedy', 'horror']",tt8773080,7.7
tm376903,Dry Martina,MOVIE,2018,,"['drama', 'comedy']",tt6312802,5.8
tm358609,Sara's Notebook,MOVIE,2018,R,"['thriller', 'drama', 'european']",tt6599742,5.9
ts75887,Paul Hollywood's Big Continental Road Trip,SHOW,2017,TV-14,"['documentation', 'european']",tt7936386,7.4
tm376421,HiGH&LOW The Movie 2: End of Sky,MOVIE,2017,,['action'],tt7099076,7.1
tm233360,Sand Storm,MOVIE,2017,,['drama'],tt5209988,6.8
tm319310,CIA: Comrade In America,MOVIE,2017,,"['romance', 'drama', 'action']",tt5925772,6.4
tm283559,The Art of Loving: Story of Michalina Wislocka,MOVIE,2017,,"['drama', 'comedy', 'romance', 'european']",tt5805298,7.1
tm447328,ReMastered: Who Killed Jam Master Jay?,MOVIE,2018,,"['music', 'documentation']",tt9399094,6.5
tm233345,Love Beats Rhymes,MOVIE,2017,R,['drama'],tt4721022,5.4
tm283322,Burning Sands,MOVIE,2017,,"['drama', 'thriller', 'action']",tt6148014,6
tm358813,Judd Apatow: The Return,MOVIE,2017,,['comedy'],tt7741238,6.2
ts90941,"Heidi, bienvenida a casa",SHOW,2017,TV-Y,"['comedy', 'family']",tt7183310,6.2
tm429186,Up Among the Stars,MOVIE,2018,,"['drama', 'european']",tt6984530,6.2
tm371619,Sabrina,MOVIE,2018,,"['thriller', 'horror']",tt7981492,4.2
tm287041,Jailbreak,MOVIE,2017,,"['action', 'comedy']",tt5741304,5.4
tm424162,Secrets in the Hot Spring,MOVIE,2018,,"['horror', 'comedy']",tt8587122,6
tm538868,III Smoking Barrels,MOVIE,2017,,['drama'],tt5791986,6.6
tm423761,Iliza Shlesinger: Elder Millennial,MOVIE,2018,,['comedy'],tt8697266,7.2
tm324041,Amelia: A Tale of Two Sisters,MOVIE,2017,,['documentation'],,
tm409456,Manto,MOVIE,2018,,['drama'],tt6923462,7.3
tm372662,The Skin of the Wolf,MOVIE,2018,,"['romance', 'thriller', 'action', 'drama', 'european']",tt6347150,5.8
tm428597,Being Napoleon,MOVIE,2018,,['documentation'],tt8841814,5.5
tm476960,El testigo,MOVIE,2018,,['documentation'],tt9149838,8.1
tm372486,All Good,MOVIE,2018,,"['drama', 'comedy', 'european']",tt7776430,6.5
tm370440,Paradox,MOVIE,2018,,"['western', 'fantasy', 'music']",tt7949046,3.9
tm324204,Monster Island,MOVIE,2017,PG,"['comedy', 'fantasy', 'animation', 'family']",tt6269658,4.7
tm348467,Invisible,MOVIE,2017,,['drama'],tt6596630,6
tm324806,Counterpunch,MOVIE,2017,,['documentation'],tt7022034,6.7
tm373873,Weed the People,MOVIE,2018,,['documentation'],tt7968976,7.3
tm414447,Dear Ex,MOVIE,2018,,"['drama', 'comedy', 'romance']",tt8443704,7.3
tm324588,Rory Scovel Tries Stand-Up for the First Time,MOVIE,2017,,"['comedy', 'documentation']",tt7044010,6.7
tm413418,Cycle,MOVIE,2018,,"['drama', 'comedy', 'animation']",tt6627630,8.2
tm348919,How to Stage a Coup,MOVIE,2017,,['documentation'],tt7149296,6.1
tm445255,Qismat,MOVIE,2018,,"['romance', 'drama']",tt8665634,8.1
tm367264,Milada,MOVIE,2017,,"['drama', 'history', 'european']",tt4554212,6.3
tm423950,Romina,MOVIE,2018,,"['horror', 'thriller']",tt6090044,2.3
tm351720,The Most Assassinated Woman in the World,MOVIE,2018,,"['thriller', 'drama', 'european']",tt6186696,5.3
tm324042,Jackie: A Tale of Two Sisters,MOVIE,2017,,['documentation'],,
tm350116,B. A. Pass 2,MOVIE,2017,,['drama'],tt8581230,2.2
tm835357,A 3 Minute Hug,MOVIE,2018,,['documentation'],,
tm447750,Aggretsuko: We Wish You A Metal Christmas,MOVIE,2018,,"['animation', 'comedy']",,
tm314939,Kalushi : The Story of Solomon Mahlangu,MOVIE,2017,,"['drama', 'thriller']",tt5560694,6.5
tm418894,Franco Escamilla: Por La Anécdota,MOVIE,2018,,['comedy'],tt8467922,6.9
tm279017,"Michael Bolton's Big, Sexy Valentine's Day Special",MOVIE,2017,,"['comedy', 'music', 'romance']",tt6343706,6.7
tm558730,A Champion Heart,MOVIE,2018,G,['family'],tt4738912,5.9
tm344995,The Russian Revolution,MOVIE,2017,,"['documentation', 'history']",tt7094352,6.5
tm426117,On My Skin,MOVIE,2018,,"['drama', 'european']",tt7121252,7.3
ts84644,Westside,SHOW,2018,TV-MA,['reality'],tt8693758,6
ts83925,Boca Juniors Confidential,SHOW,2018,,"['documentation', 'sport']",tt8893546,6.3
tm372969,Love per Square Foot,MOVIE,2018,,"['romance', 'comedy']",tt7853242,7.2
ts83820,The Judgement,SHOW,2018,,"['drama', 'crime']",tt8866904,7.1
tm300440,The Mansion,MOVIE,2017,PG-13,"['horror', 'comedy', 'european']",tt7029854,4.6
ts55484,My Only Love Song,SHOW,2017,TV-MA,"['drama', 'comedy', 'fantasy', 'romance']",tt6125832,7
ts81856,Borges,SHOW,2018,TV-MA,['comedy'],tt7895652,6.2
ts76771,Stretch Armstrong & the Flex Fighters,SHOW,2017,TV-G,"['action', 'comedy', 'scifi', 'animation']",tt1379164,6.2
tm299730,Lucid Dream,MOVIE,2017,,"['thriller', 'scifi']",tt6830780,6.1
ts84179,Made in Mexico,SHOW,2018,,['reality'],tt8871764,3.9
ts79585,Dinotrux: Supercharged,SHOW,2017,TV-Y7,"['family', 'animation', 'action', 'comedy']",tt7620702,7.5
tm351201,In the Family,MOVIE,2017,PG-13,['comedy'],tt7642818,7.7
tm408871,Jefe,MOVIE,2018,,"['comedy', 'european']",tt7527538,5.4
ts222363,Monkart,SHOW,2017,TV-Y7,[],,
ts75750,Revolutionary Love,SHOW,2017,TV-MA,"['comedy', 'romance']",tt7340800,6.9
ts76540,Dennis & Gnasher Unleashed!,SHOW,2017,TV-Y7,"['animation', 'comedy']",tt7081512,7.3
tm362264,The Gift,MOVIE,2017,,['drama'],tt6856604,8.1
tm412489,Dear Son,MOVIE,2018,,['drama'],tt7537960,6.5
tm361588,Mission Kathmandu: The Adventures of Nelly & Simon,MOVIE,2017,,"['animation', 'comedy']",tt5433884,5.1
tm307767,Baadshaho,MOVIE,2017,,"['action', 'thriller']",tt4906960,5
tm314272,Love.com,MOVIE,2017,,"['romance', 'comedy']",tt5635808,5.8
tm364206,Ex-Shaman,MOVIE,2018,,['documentation'],tt7754564,7.1
tm413082,Recovery Boys,MOVIE,2018,,['documentation'],tt8167872,6.7
ts84555,The Unknown Hitman: The Story of El Cholo Adrián,SHOW,2017,TV-MA,"['action', 'crime']",tt6524440,6.7
tm446424,Christmas with a Prince,MOVIE,2018,,"['romance', 'drama']",tt8667202,5.2
tm327219,Buddy Thunderstruck: The Maybe Pile,MOVIE,2017,,['comedy'],,
tm424898,Bayonet,MOVIE,2018,,['drama'],tt6472116,5.7
tm316658,Frat Star,MOVIE,2017,,"['drama', 'comedy']",tt5117484,3.6
ts86067,Death by Magic,SHOW,2018,TV-14,['reality'],tt8887956,6.1
tm349656,A Sort of Family,MOVIE,2017,,"['drama', 'thriller', 'crime', 'european']",tt6386168,6.3
tm372061,Sudani from Nigeria,MOVIE,2018,PG,"['comedy', 'drama', 'family', 'sport']",tt7582102,8.2
tm416121,Kuntilanak,MOVIE,2018,,"['comedy', 'horror', 'family']",tt8512746,4.6
tm350971,The Last Hour,MOVIE,2017,,"['drama', 'thriller', 'history']",tt7480104,6.3
tm445153,Njan Prakashan,MOVIE,2018,G,"['comedy', 'drama']",tt8286926,7.6
tm995893,The Crossing,MOVIE,2017,,['documentation'],tt7466040,7.5
ts82085,Ainori Love Wagon: Asian Journey,SHOW,2017,,['reality'],tt11542960,6.8
tm438994,The Holiday Calendar,MOVIE,2018,,"['romance', 'comedy', 'drama', 'fantasy']",tt8262802,5.7
tm428453,Cities of Last Things,MOVIE,2018,,"['crime', 'drama', 'scifi']",tt4397342,6.2
tm360618,The Trader,MOVIE,2018,,['documentation'],tt10455716,
ts229123,Little Singham,SHOW,2018,,['action'],tt11151836,3.5
ts83204,Million Pound Menu,SHOW,2018,,['reality'],tt8488494,6.5
tm363003,Seeing Allred,MOVIE,2018,,['documentation'],tt7689924,7.2
ts83429,Take My Brother Away,SHOW,2018,,"['comedy', 'drama', 'family']",tt8894324,6.7
ts83663,A Taiwanese Tale of Two Cities,SHOW,2018,,['drama'],tt8893498,6.1
ts75491,Fire Chasers,SHOW,2017,,['documentation'],tt7293754,6.6
ts82564,Jimmy: The True Story of a True Idiot,SHOW,2018,TV-MA,"['drama', 'comedy']",tt6866914,6.8
tm295558,The Grown-Ups,MOVIE,2017,,['documentation'],tt6618178,7.6
tm440946,Christmas with a View,MOVIE,2018,,"['romance', 'drama']",tt8041006,5.1
ts83430,Smoking,SHOW,2018,TV-MA,"['drama', 'crime', 'comedy']",tt8758778,7.4
tm463827,Paranormal Investigation,MOVIE,2018,,"['thriller', 'horror']",tt9866700,3.7
tm414746,Carlos Ballarta: furia ñera,MOVIE,2018,,['comedy'],tt7607318,7.2
tm432327,C/o Kancharapalem,MOVIE,2018,PG,['drama'],tt7391996,9
tm356684,Animas,MOVIE,2018,,"['drama', 'horror', 'thriller', 'animation', 'european']",tt9620806,
tm275437,Coin Heist,MOVIE,2017,PG,"['crime', 'thriller', 'drama', 'romance']",tt5740806,4.8
ts80859,Here to Heart,SHOW,2018,TV-14,"['drama', 'romance']",tt8791742,7.5
tm492277,Semesta,MOVIE,2018,,['documentation'],tt9097372,7.3
tm431928,Rajma Chawal,MOVIE,2018,,"['comedy', 'drama', 'family']",tt6747420,5.7
tm407318,Sofía Niño de Rivera: Natural Selection,MOVIE,2018,,['comedy'],tt7607378,6.9
tm408892,Unbridled,MOVIE,2018,,"['thriller', 'european']",tt7474914,5.1
ts75357,LEGO Elves: Secrets of Elvendale,SHOW,2017,TV-Y7,"['scifi', 'animation', 'fantasy']",tt7322926,6.9
tm320785,The Mars Generation,MOVIE,2017,,['documentation'],tt6333096,6.5
tm1068348,Deranged,MOVIE,2017,,['thriller'],tt15057542,3.5
tm430426,El Diesel,MOVIE,2018,,"['thriller', 'action', 'crime']",tt7906422,4.5
tm362121,Time Share,MOVIE,2018,,"['drama', 'horror', 'thriller', 'european']",tt6444140,5.9
tm320144,The Wishing Tree,MOVIE,2017,,"['fantasy', 'drama']",tt2936628,5.7
ts84330,Oh My Ghost,SHOW,2018,,"['drama', 'comedy']",,
ts79707,Edha,SHOW,2018,TV-MA,['drama'],tt7956274,4.9
tm318492,Overnight Republic,MOVIE,2017,PG-13,['comedy'],tt6721848,5.8
tm434883,Been So Long,MOVIE,2018,,"['romance', 'drama']",tt1682886,5.4
ts93947,Wrong Kind of Black,SHOW,2018,TV-MA,"['comedy', 'drama']",tt8660874,7.7
tm374226,Gad Elmaleh: American Dream,MOVIE,2018,,['comedy'],tt8110630,7.2
tm337040,Maz Jobrani: Immigrant,MOVIE,2017,,"['comedy', 'documentation']",tt7164714,6.7
tm446574,Love Jacked,MOVIE,2018,PG-13,"['comedy', 'romance']",tt4329242,5.9
ts82631,Monkey Twins,SHOW,2018,,"['crime', 'action']",tt8507498,7.9
tm323907,Michael Lost and Found,MOVIE,2017,,['documentation'],,
tm316923,Kartini: Princess of Java,MOVIE,2017,,"['drama', 'family', 'history', 'european']",tt6094994,7.6
tm348386,Resurface,MOVIE,2017,,"['documentation', 'sport', 'war']",tt6081408,7.1
ts81827,True: Magical Friends,SHOW,2018,TV-Y,['animation'],,
tm315865,Laerte-se,MOVIE,2017,,['documentation'],tt6795136,7
tm285329,Take the 10,MOVIE,2017,,['comedy'],tt5792472,4.7
tm363181,Ladies First,MOVIE,2017,G,"['documentation', 'comedy', 'romance']",tt4389410,3.9
tm325433,Dismissal,MOVIE,2017,,['comedy'],tt6580972,5
tm326773,Sunday's Illness,MOVIE,2018,PG-13,"['drama', 'european']",tt6053948,6.9
ts83025,Baby Ballroom,SHOW,2017,,['documentation'],tt8159960,7.8
tm407730,Target,MOVIE,2018,,"['horror', 'thriller', 'comedy']",tt8512320,3.9
tm370430,Liberated: The New Sexual Revolution,MOVIE,2017,,['documentation'],tt6768350,6
ts84167,Age of Rebellion,SHOW,2018,TV-MA,"['drama', 'romance', 'crime']",tt8931836,8.6
tm309115,Naam Shabana,MOVIE,2017,,"['thriller', 'action', 'drama']",tt6170954,6.2
tm436266,Born Racer,MOVIE,2018,R,"['drama', 'action', 'documentation']",tt6936350,6.1
tm428483,The Girl Allergic to Wi-Fi,MOVIE,2018,,['romance'],tt7619554,6.3
tm416341,HiGH&LOW The Movie 3: Final Mission,MOVIE,2017,,"['drama', 'action']",tt7624932,7.7
tm411257,Kevin James: Never Don't Give Up,MOVIE,2018,PG,['comedy'],tt8324578,6.1
tm451171,Sylvia,MOVIE,2018,,"['thriller', 'drama', 'romance']",tt8326250,4.7
tm435487,Suzzanna: Buried Alive,MOVIE,2018,,"['horror', 'comedy', 'drama', 'thriller']",tt9044128,5.5
tm327951,The Doll 2,MOVIE,2017,,"['thriller', 'horror']",tt6409782,5.2
tm417111,How to Get Over a Breakup,MOVIE,2018,,['comedy'],tt8435268,6.1
ts81886,All About the Washingtons,SHOW,2018,TV-G,"['comedy', 'music']",tt7661368,4.8
tm425748,Cook Off,MOVIE,2017,PG,"['comedy', 'romance']",tt7981318,6.1
tm430057,Weapon of Choice,MOVIE,2018,,"['documentation', 'european']",tt7683350,4.8
tm353875,All the Reasons to Forget,MOVIE,2017,,"['comedy', 'drama']",tt6964520,6.2
tm313472,The Lost Brother,MOVIE,2017,,"['thriller', 'crime', 'drama', 'european']",tt6522634,6.5
tm430496,D.L. Hughley: Contrarian,MOVIE,2018,,['comedy'],tt8426270,6.6
ts77219,Part-Time Idol,SHOW,2017,TV-14,"['drama', 'family', 'music', 'comedy']",tt8835780,6.7
tm444043,Hometown Holiday,MOVIE,2018,,"['drama', 'romance', 'comedy']",tt8659750,5
tm374656,Zion,MOVIE,2018,,"['documentation', 'drama']",tt4315044,
ts82550,The Single Wives,SHOW,2018,TV-MA,['reality'],tt8694342,6.5
tm317274,Can't Help Falling in Love,MOVIE,2017,,"['romance', 'comedy', 'drama']",tt6725484,7.2
ts80445,The Honeymoon Stand Up Special,SHOW,2018,,['comedy'],tt7698408,6.8
tm366025,Blanche Gardin: I Talk to Myself,MOVIE,2017,,"['comedy', 'european']",tt9182404,7.9
tm321149,Fishtronaut: The Movie,MOVIE,2018,G,"['animation', 'family']",tt7804254,7.5
tm299771,Gad Gone Wild,MOVIE,2017,,"['comedy', 'european']",tt6550440,6.9
tm369433,Awe!,MOVIE,2018,,"['drama', 'romance', 'thriller', 'fantasy', 'horror', 'scifi']",tt7797658,7.8
tm313424,Pad Man,MOVIE,2018,PG-13,"['comedy', 'drama']",tt7218518,7.9
tm352705,Jack Whitehall: At Large,MOVIE,2017,,['comedy'],tt7539884,6.9
tm328052,Sparring,MOVIE,2017,,"['drama', 'sport', 'european']",tt7222552,6.4
ts75320,A Boy Named Flora A,SHOW,2017,TV-MA,"['drama', 'comedy']",tt6284014,7.9
tm351171,My Travel Buddy,MOVIE,2017,PG-13,['comedy'],tt7535792,6.1
tm326270,Tiffany Haddish: She Ready! From the Hood to Hollywood!,MOVIE,2017,,"['comedy', 'documentation']",tt9238720,6.6
tm851055,God Calling,MOVIE,2018,,['drama'],,
tm429567,Party Monster: Scratching the Surface,MOVIE,2018,PG-13,['comedy'],,
tm336227,Catching Feelings,MOVIE,2017,,"['romance', 'comedy', 'drama']",tt6095982,5.8
ts57913,Strongest Deliveryman,SHOW,2017,TV-MA,"['drama', 'romance']",tt7022748,7.4
tm285712,Jen Kirkman: Just Keep Livin'?,MOVIE,2017,,['comedy'],tt6386352,6.7
tm415245,Crossroads: One Two Jaga,MOVIE,2018,,"['drama', 'crime']",tt6603812,6.6
tm322200,Superlopez,MOVIE,2018,G,"['comedy', 'scifi', 'action', 'european']",tt4110388,5.4
tm407349,The Birth Reborn 2,MOVIE,2018,PG,['documentation'],tt16114198,6.6
tm430090,The Last Runaway,MOVIE,2018,,"['crime', 'action', 'drama']",tt7606620,5.9
tm360945,Soorma,MOVIE,2018,PG-13,"['drama', 'sport']",tt7690638,7.4
tm299790,Cristela Alonzo: Lower Classy,MOVIE,2017,,['comedy'],tt6555236,6.4
ts82887,The Could've-Gone-All-the-Way Committee,SHOW,2018,TV-14,"['comedy', 'drama']",tt8499662,6.8
tm361505,48 Christmas Wishes,MOVIE,2017,,"['family', 'fantasy', 'comedy']",tt7422638,3.9
tm345767,The Maus,MOVIE,2017,,"['horror', 'fantasy', 'drama', 'european']",tt5586362,4.7
tm294696,Bygones Be Bygones,MOVIE,2017,PG-13,['comedy'],tt6318200,6.2
tm363088,Russell Howard: Recalibrate,MOVIE,2017,,['comedy'],tt7736664,7.4
tm319512,The Girl From the Song,MOVIE,2017,,"['drama', 'music', 'romance', 'european']",tt6336270,5.6
tm432313,Manu,MOVIE,2018,,"['thriller', 'romance']",tt6615648,8
tm413129,Goyo: The Boy General,MOVIE,2018,,"['history', 'action', 'war']",tt8443480,6.7
tm316744,Lucas Brothers: On Drugs,MOVIE,2017,,['comedy'],tt6218048,5.5
tm412515,Coffee for All,MOVIE,2017,,"['documentation', 'european']",tt6721132,5.6
tm443283,Loudon Wainwright III: Surviving Twin,MOVIE,2018,,"['music', 'documentation']",tt9203030,7.1
tm420311,Ana e Vitória,MOVIE,2018,,"['romance', 'comedy', 'music']",tt8583378,6.4
tm449860,King of Boys,MOVIE,2018,,"['drama', 'crime']",tt8329618,6.1
ts77011,The Many Faces of Ito,SHOW,2017,,"['drama', 'comedy', 'romance']",tt7134506,6.7
tm314677,Silence Is Welcome,MOVIE,2017,,['drama'],tt6436212,4.6
tm434179,Two Catalonias,MOVIE,2018,,"['documentation', 'history', 'european']",tt8893608,6.4
tm415938,No One Will Ever Know,MOVIE,2018,,['drama'],tt8267320,6.2
tm351688,Def Comedy Jam 25,MOVIE,2017,,"['comedy', 'documentation']",tt7427130,6.6
tm444257,Genius,MOVIE,2018,,[],,
tm444907,Lovefucked,MOVIE,2018,,['drama'],,
tm275004,Bon Cop Bad Cop 2,MOVIE,2017,,"['crime', 'action', 'comedy']",tt4738174,6.6
tm421335,Jim Jefferies: This Is Me Now,MOVIE,2018,,['comedy'],tt8617844,7.3
tm819641,Match,MOVIE,2017,,['drama'],tt10546234,4.1
tm326089,Mubarakan,MOVIE,2017,PG-13,"['drama', 'comedy', 'romance']",tt6272828,5.6
tm431760,Paskal,MOVIE,2018,,"['action', 'drama']",tt9066070,6.8
tm461349,Stars in the Sky: A Hunting Story,MOVIE,2018,,['documentation'],tt10078502,7.3
tm435144,Notes from Dunblane: Lessons from a School Shooting,MOVIE,2018,,['documentation'],,
tm444564,Tattoo of Revenge,MOVIE,2018,R,"['thriller', 'comedy', 'romance']",tt8276106,4.9
tm409376,Pickpockets,MOVIE,2018,,"['drama', 'thriller', 'crime']",tt7527694,5.4
tm436171,El Potro: lo mejor del amor,MOVIE,2018,,"['drama', 'music']",tt9426178,5.2
tm430748,Neevevaro,MOVIE,2018,PG,"['thriller', 'action', 'drama', 'romance']",tt8571410,6.9
tm443073,"Out of Many, One",MOVIE,2018,,['documentation'],,
ts81632,A House of Blocks,SHOW,2017,TV-MA,"['horror', 'drama']",tt7053684,2.3
ts83710,First and Last,SHOW,2018,TV-MA,['documentation'],tt8893502,6.7
tm356666,Judah Friedlander: America Is the Greatest Country in the United States,MOVIE,2017,R,"['comedy', 'documentation']",tt7582890,7.8
ts265844,#ABtalks,SHOW,2018,TV-PG,[],tt12635254,9.6
ts78757,Dave Chappelle: Equanimity & The Bird Revelation,SHOW,2017,TV-MA,['comedy'],,
tm422359,Aurora,MOVIE,2018,,"['thriller', 'horror']",tt8821182,4.3
tm431275,Gunshot,MOVIE,2018,,"['drama', 'thriller', 'crime', 'documentation', 'european']",tt5639722,6.8
tm352951,Smaller and Smaller Circles,MOVIE,2017,,"['thriller', 'crime']",tt7512304,6.6
tm362047,Todd Barry: Spicy Honey,MOVIE,2017,,['comedy'],tt6856186,6.8
tm323300,Joshua: Teenager vs. Superpower,MOVIE,2017,,['documentation'],tt6333072,7.2
tm357708,The Bros,MOVIE,2017,,"['comedy', 'fantasy']",tt7967580,6.1
