id,title,type,release_year,age_certification,genres,imdb_id,imdb_score
tm217939,Un + une,MOVIE,2015,,"['comedy', 'drama', 'european', 'romance']",tt4388506,6.2
tm193211,Mucize,MOVIE,2015,PG-13,"['drama', 'comedy', 'romance', 'documentation', 'european']",tt6876670,7.7
ts31593,Pororo the Little Penguin,SHOW,2016,,"['scifi', 'family', 'animation']",tt13527330,6.3
tm234292,The Heirs,MOVIE,2015,,['drama'],tt2903370,5.7
ts74917,72 Cutest Animals,SHOW,2016,,['documentation'],tt5815824,5.7
ts35463,Richie Rich,SHOW,2015,TV-PG,['comedy'],tt4162898,3.1
tm281182,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,MOVIE,2016,PG-13,"['comedy', 'documentation']",tt6302122,7.4
tm242422,In the Shadow of Iris,MOVIE,2016,,"['thriller', 'drama', 'crime', 'european']",tt5598110,6.1
tm245148,Jim Jefferies: Freedumb,MOVIE,2016,R,"['comedy', 'documentation']",tt5849950,7.7
tm272854,Force 2,MOVIE,2016,PG,"['crime', 'action', 'thriller']",tt5156746,6.2
tm350159,Couple Of Days,MOVIE,2016,,['drama'],tt9741588,6.4
tm224275,3000 Nights,MOVIE,2015,,['drama'],tt5342778,7.1
tm195764,6 Years,MOVIE,2015,,"['romance', 'drama']",tt3984280,5.6
tm211478,Tamasha,MOVIE,2015,PG,"['drama', 'comedy', 'romance']",tt3148502,7.4
tm195870,Manson Family Vacation,MOVIE,2015,,"['drama', 'comedy', 'thriller']",tt4154218,5.8
tm246056,Garfunkel and Oates: Trying to be Special,MOVIE,2016,,"['comedy', 'music']",tt5602318,7.3
ts55966,LEGO Friends: The Power of Friendship,SHOW,2016,TV-Y,['animation'],tt6464612,6.5
tm240895,Strange Weather,MOVIE,2016,R,['drama'],tt5205210,6
tm246579,Rainbow Time,MOVIE,2016,,"['drama', 'comedy']",tt5167174,5.9
tm243849,Extremis,MOVIE,2016,,['documentation'],,
tm211461,Much Loved,MOVIE,2015,,"['drama', 'european']",tt4685750,6.2
ts86831,The Good Cop,SHOW,2015,TV-MA,"['comedy', 'drama']",tt6070434,7.7
tm239290,Always Be My Maybe,MOVIE,2016,,"['comedy', 'romance']",tt5341036,6.7
ts74753,Tales by Light,SHOW,2015,,['documentation'],tt5350276,8.3
tm233157,The Guardian Brothers,MOVIE,2016,PG,"['animation', 'family', 'fantasy', 'comedy']",tt4788934,5.4
tm230524,"Chatô, The King of Brazil",MOVIE,2015,,"['comedy', 'drama']",tt0337926,5.4
tm238829,Open Season: Scared Silly,MOVIE,2015,PG,['animation'],,
ts53065,One More Time,SHOW,2016,TV-14,"['scifi', 'drama', 'fantasy']",tt6212990,6.9
ts54010,My Runway,SHOW,2016,TV-14,"['comedy', 'drama', 'fantasy', 'romance']",tt6968336,6.3
tm242687,Riphagen the Untouchable,MOVIE,2016,,"['thriller', 'war', 'drama', 'european']",tt4969044,7.1
tm246175,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,MOVIE,2016,,"['comedy', 'crime', 'european']",tt4940370,6.3
ts38772,Dear My Friends,SHOW,2016,TV-MA,"['drama', 'comedy']",tt5689030,8.2
ts83224,Toon,SHOW,2016,TV-MA,['comedy'],tt5698140,7.6
ts53149,White Nights,SHOW,2016,,['drama'],tt6168004,6.9
tm240162,Udta Punjab,MOVIE,2016,R,"['crime', 'action', 'drama']",tt4434004,7.8
ts57705,The Paper,SHOW,2016,TV-MA,"['drama', 'crime', 'action']",tt0341957,7.4
tm242646,Toro,MOVIE,2016,R,"['thriller', 'action', 'crime', 'drama', 'european']",tt4213806,5.9
tm225675,Jeff Dunham: Unhinged in Hollywood,MOVIE,2015,PG,['comedy'],tt5038776,6.7
tm233023,Tom Segura: Mostly Stories,MOVIE,2016,,"['comedy', 'documentation']",tt4970632,7.5
tm197503,Hunterrr,MOVIE,2015,R,"['romance', 'drama', 'comedy']",tt4333674,7
ts74929,H20: Mermaid Adventures,SHOW,2015,TV-Y,"['comedy', 'drama', 'family', 'fantasy', 'romance', 'animation', 'european']",tt4610750,5.7
tm220473,Colin Quinn: Unconstitutional,MOVIE,2015,,['comedy'],tt4392266,7
tm225693,Keith Richards: Under the Influence,MOVIE,2015,PG,"['music', 'documentation']",tt4900018,7.1
ts54022,Terrace House: Aloha State,SHOW,2016,,"['reality', 'drama']",tt6588218,7.5
ts43258,Stories by Rabindranath Tagore,SHOW,2015,TV-PG,['drama'],tt4853764,8.8
ts55365,The Haunted House,SHOW,2016,TV-PG,"['thriller', 'fantasy', 'horror', 'animation', 'comedy', 'drama', 'family']",tt9518312,8.4
tm199987,Ralphie May: Unruly,MOVIE,2015,,['comedy'],,
ts42011,Cheer Squad,SHOW,2016,TV-PG,['reality'],tt5993744,7.2
tm241998,Mohenjo Daro,MOVIE,2016,,"['romance', 'drama', 'history', 'action']",tt3859980,5.6
tm421855,4K Fireplace,MOVIE,2015,G,"['family', 'reality']",tt5275236,7.7
tm231314,Zip & Zap and the Captain's Island,MOVIE,2016,,"['comedy', 'scifi', 'family', 'fantasy', 'european']",tt4110400,5.8
ts55223,72 Dangerous Places to Live,SHOW,2016,TV-PG,['documentation'],tt5674272,6.2
ts41154,Paquita Salas,SHOW,2016,,"['comedy', 'european']",tt5866074,8
tm227029,Smoke & Mirrors,MOVIE,2016,R,"['thriller', 'european']",tt1713440,6.9
ts41899,Nightmare Teacher,SHOW,2016,TV-MA,"['drama', 'horror', 'thriller']",tt6209442,7.1
ts82327,Три кота,SHOW,2015,TV-Y,"['scifi', 'comedy', 'family', 'animation']",tt7038964,6.8
tm244559,I Called Him Morgan,MOVIE,2016,,"['music', 'documentation', 'history', 'drama', 'european']",tt4170344,7.3
tm245102,The Next Skin,MOVIE,2016,,"['thriller', 'drama', 'european']",tt5139326,6.2
ts35505,Old Money,SHOW,2015,TV-MA,"['comedy', 'drama', 'european']",tt3701442,7.3
tm201906,Belgica,MOVIE,2016,,"['drama', 'european']",tt3544218,6.7
tm248010,Taxi Driver,MOVIE,2015,,"['crime', 'drama', 'comedy']",tt5112438,6
tm239774,XOXO,MOVIE,2016,,"['music', 'drama']",tt4855748,5.3
tm252245,The White Helmets,MOVIE,2016,,"['war', 'documentation']",,
ts56221,Rainbow Ruby,SHOW,2016,TV-Y,"['animation', 'comedy', 'family', 'fantasy']",tt5828144,6.5
tm245235,Ali Wong: Baby Cobra,MOVIE,2016,,['comedy'],tt5066574,7.5
ts38812,Fearless,SHOW,2016,,"['documentation', 'reality']",tt9556710,7.1
tm232832,The Lion Woman,MOVIE,2016,PG-13,"['drama', 'european']",tt4677578,6.6
tm227042,Prem Ratan Dhan Payo,MOVIE,2015,,"['action', 'drama', 'family', 'romance']",tt5242900,4.4
tm243931,The Beginning of Life,MOVIE,2016,G,"['documentation', 'family']",tt5140248,7.6
tm233843,Pyaar Ka Punchnama 2,MOVIE,2015,PG-13,"['comedy', 'drama', 'romance']",tt4430136,7.3
ts43341,Atelier,SHOW,2015,TV-14,"['drama', 'documentation', 'comedy']",tt2303188,6.3
ts82582,The Truth Seekers,SHOW,2016,TV-MA,"['drama', 'action']",tt7131694,7.1
tm215054,Chris Tucker: Live,MOVIE,2015,,"['comedy', 'documentation']",tt4835636,6.3
tm247644,Schubert in Love,MOVIE,2016,,"['comedy', 'european']",tt5186874,5
ts38769,Chelsea,SHOW,2016,TV-MA,['comedy'],tt5672036,6.1
ts42155,Home: Adventures with Tip & Oh,SHOW,2016,TV-Y7,"['comedy', 'family', 'fantasy', 'scifi', 'animation']",tt5759196,5.9
tm526163,Dinosaur World,MOVIE,2015,,"['animation', 'comedy', 'drama']",tt6536576,
tm239739,Raman Raghav 2.0,MOVIE,2016,,"['thriller', 'crime', 'drama']",tt5662932,7.4
ts52981,White Rabbit Project,SHOW,2016,TV-PG,['reality'],tt6048644,6.9
ts87465,Witch Hunt: A Century of Murder,SHOW,2015,TV-14,"['crime', 'history', 'fantasy', 'drama', 'european']",tt6474054,7.2
ts52825,The Princess Weiyoung,SHOW,2016,TV-14,"['drama', 'history', 'romance']",tt6353308,7.9
ts107658,Mind Game,SHOW,2015,TV-14,"['drama', 'action', 'crime']",tt8879588,7.5
ts42260,Chelsea Does,SHOW,2016,TV-MA,['documentation'],tt5275894,7.3
ts43119,Real Rob,SHOW,2015,TV-14,['comedy'],tt3741346,6.4
tm311494,Slam,MOVIE,2016,,"['comedy', 'romance', 'drama', 'european']",tt4379536,6.1
tm221883,Gridlocked,MOVIE,2016,R,['action'],tt2724532,5.8
tm233196,Jessica Darling's It List,MOVIE,2016,,['family'],tt5213744,5.5
ts127430,StoryBots Super Songs,SHOW,2016,TV-Y,"['animation', 'family']",tt6163070,8.8
tm376111,Chocolate City: Vegas Strip,MOVIE,2016,PG-13,['drama'],tt5485482,3.7
tm246543,Journey to Greenland,MOVIE,2016,,"['drama', 'comedy', 'european']",tt4641248,6.3
tm227523,Fifty,MOVIE,2015,,"['romance', 'drama', 'sport', 'thriller']",tt7440582,6.1
tm321189,All About Asado,MOVIE,2016,,['documentation'],tt6079360,6.5
tm219699,Phantom,MOVIE,2015,,"['thriller', 'action', 'drama', 'horror', 'crime', 'european']",tt3469244,5.9
tm270555,The Ivory Game,MOVIE,2016,,"['documentation', 'european']",tt5952534,7.9
tm316567,HiGH&LOW: The Red Rain,MOVIE,2016,,"['action', 'drama']",tt5923040,6.2
tm321785,Lens,MOVIE,2016,,"['thriller', 'drama']",tt4818776,6.6
tm283938,Selfie 69,MOVIE,2016,,"['romance', 'comedy', 'action', 'european']",tt4796634,6.1
tm228839,Ali Baba and the 7 Dwarfs,MOVIE,2015,PG-13,"['comedy', 'action', 'drama']",tt6450052,5.8
tm272012,Ghost Patrol,MOVIE,2016,,['animation'],tt6111628,5.1
tm219817,Talvar,MOVIE,2015,PG,"['thriller', 'crime', 'drama']",tt4934950,8.1
tm230426,"Liar, Liar, Vampire",MOVIE,2015,G,"['comedy', 'family']",tt4448304,5.8
tm239769,I'll Sleep When I'm Dead,MOVIE,2016,,['documentation'],tt4679136,6.6
tm208628,Dil Dhadakne Do,MOVIE,2015,PG-13,"['drama', 'comedy', 'romance']",tt4110568,7
tm66466,Wazir,MOVIE,2016,PG-13,"['thriller', 'crime', 'action', 'drama']",tt0315642,7.2
tm228657,Cosmos Laundromat,MOVIE,2015,,['fantasy'],,
tm245155,The Worthy,MOVIE,2016,,"['scifi', 'thriller', 'family', 'fantasy', 'action', 'european']",tt4943218,5.1
tm232930,Kyaa Kool Hain Hum 3,MOVIE,2016,,['comedy'],tt5290620,1.9
tm245722,Chronically Metropolitan,MOVIE,2016,,"['drama', 'comedy']",tt5078796,5
tm245911,1898: Our Last Men in the Philippines,MOVIE,2016,PG-13,"['drama', 'history', 'war', 'european']",tt5698568,6.5
tm244079,Sofía Niño de Rivera: Exposed,MOVIE,2016,,['comedy'],tt5886430,7.3
tm266629,Russell Peters: Almost Famous,MOVIE,2016,,['comedy'],tt5946232,6.5
ts52950,Miss in Kiss,SHOW,2016,TV-14,"['comedy', 'drama']",tt6954524,7.7
tm215911,Ludo,MOVIE,2015,,"['horror', 'thriller', 'fantasy']",tt3724898,2.8
tm232855,Everything About Her,MOVIE,2016,,"['comedy', 'drama']",tt3860092,7.1
tm257629,#FollowFriday,MOVIE,2016,,['thriller'],tt5233106,2.7
tm234773,Eddie: Strongman,MOVIE,2015,,['documentation'],tt4334636,7.4
tm208713,Gabbar Is Back,MOVIE,2015,PG-13,"['drama', 'action', 'crime', 'comedy']",tt2424988,7.2
tm218683,The Massively Mixed-Up Middle School Mystery,MOVIE,2015,,['comedy'],tt3521770,7.3
tm234466,Jonah,MOVIE,2016,PG,"['thriller', 'drama', 'romance', 'family']",tt4789272,5.4
ts78442,Coach Snoop,SHOW,2016,TV-MA,['documentation'],tt5697642,6.8
tm340927,Motu Patlu: King Of Kings,MOVIE,2016,G,"['animation', 'comedy']",tt6278732,6.8
tm311456,Sen Benim HerŞeyimsin,MOVIE,2016,,['comedy'],tt5748380,6.2
tm238717,Barakah Meets Barakah,MOVIE,2016,,"['romance', 'comedy']",tt5435084,6.3
ts42347,Word Party,SHOW,2016,TV-Y,"['animation', 'family']",tt5235950,5.7
tm233015,Fitoor,MOVIE,2016,,"['drama', 'romance']",tt4399594,5.4
tm211273,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),MOVIE,2015,,['comedy'],tt4705606,6.8
tm230927,Puerto Ricans in Paris,MOVIE,2015,R,['comedy'],tt3730510,5.3
tm273933,Reggie Watts: Spatial,MOVIE,2016,,"['comedy', 'music']",tt5861260,6
tm245293,You Are My Sunday,MOVIE,2016,,"['drama', 'comedy']",tt4990516,7.8
tm270982,Layla M.,MOVIE,2016,,"['drama', 'european']",tt5712152,6.7
ts51367,Trailer Park Boys: Out of the Park: Europe,SHOW,2016,TV-MA,"['action', 'crime', 'drama', 'comedy']",tt5937754,7
tm274053,Asperger's Are Us,MOVIE,2016,,"['documentation', 'comedy', 'drama']",tt4991844,6.6
tm137557,Honeytrap,MOVIE,2015,,"['drama', 'crime', 'romance']",tt4187514,5.9
tm315345,City of Joy,MOVIE,2016,,"['documentation', 'crime', 'drama', 'thriller', 'war']",tt6290168,7.5
tm207668,ABCD 2,MOVIE,2015,PG,"['music', 'drama']",tt3679000,5.4
tm193378,Iliza Shlesinger: Freezing Hot,MOVIE,2015,,"['comedy', 'documentation']",tt4074376,6.8
ts21876,My Sunshine,SHOW,2015,TV-PG,"['drama', 'romance']",tt6131630,6.6
tm275726,Carlos Ballarta: el amor es de putos,MOVIE,2016,,['comedy'],tt6268852,7
tm307997,Offline: Are You Ready for the Next Level?,MOVIE,2016,,"['action', 'comedy', 'european']",tt5351044,5
ts55556,A Touch of Green,SHOW,2015,TV-MA,"['family', 'drama', 'war']",tt5231950,8.4
tm149212,Olmo and the Seagull,MOVIE,2015,,"['drama', 'european', 'romance', 'family', 'documentation']",tt4160256,7.2
tm239933,7:19,MOVIE,2016,,"['thriller', 'drama', 'history']",tt5979312,5.9
tm327551,Born in Syria,MOVIE,2016,,"['documentation', 'european']",tt5356680,7.7
tm233366,Te3n,MOVIE,2016,PG-13,"['thriller', 'drama']",tt4814290,7.3
ts75897,Kulipari: An Army of Frogs,SHOW,2016,,"['action', 'animation', 'fantasy']",tt6040768,6.9
tm263743,The Doll,MOVIE,2016,,"['thriller', 'horror']",tt6011480,5.2
tm494288,Brother Jekwu,MOVIE,2016,,"['comedy', 'crime']",tt8857316,
tm247631,Clair Obscur,MOVIE,2016,,"['drama', 'european']",tt4373956,6.5
tm271974,Pettson and Findus: The Best Christmas Ever,MOVIE,2016,,"['family', 'animation', 'comedy', 'fantasy', 'european']",tt5858122,5.5
tm246485,U Turn,MOVIE,2016,R,"['horror', 'thriller', 'crime', 'drama']",tt6684398,7.5
ts42432,28 Faces of the Moon,SHOW,2016,TV-14,['drama'],tt10145322,6.4
tm267017,I Love You,MOVIE,2016,,"['drama', 'comedy', 'romance', 'european']",tt5183654,4.7
tm244842,Ordinary People,MOVIE,2016,,['drama'],tt5891626,7.3
tm247444,Poshter Girl,MOVIE,2016,PG-13,['comedy'],tt5323386,6.6
ts91990,The Creative Indians,SHOW,2016,TV-MA,['documentation'],tt9583184,8.3
tm227044,Shaandaar,MOVIE,2015,PG-13,"['romance', 'drama', 'comedy']",tt4007558,3.6
ts81898,Kazoops!,SHOW,2016,,"['family', 'fantasy', 'animation', 'comedy']",tt6312916,7.5
ts38813,Bottersnikes & Gumbles,SHOW,2016,TV-Y7,"['action', 'animation', 'comedy', 'family']",tt6015820,5.1
tm138584,Hawaizaada,MOVIE,2015,PG,"['fantasy', 'drama']",tt4338154,5.6
ts42371,Fangbone!,SHOW,2016,TV-PG,"['animation', 'comedy', 'family', 'fantasy', 'action']",tt4358188,6.2
tm224255,Very Big Shot,MOVIE,2015,R,"['thriller', 'action', 'crime', 'drama']",tt4971824,7.1
tm267419,Joe Rogan: Triggered,MOVIE,2016,,"['comedy', 'documentation']",tt6023444,7.4
tm155382,X: Past Is Present,MOVIE,2015,PG-13,"['drama', 'thriller', 'romance']",tt5207116,5.1
tm239764,David Cross: Making America Great Again,MOVIE,2016,,['comedy'],tt5943936,6.4
tm240733,100 Meters,MOVIE,2016,,"['drama', 'comedy', 'european']",tt5089786,7.5
tm266622,Iliza Shlesinger: Confirmed Kills,MOVIE,2016,,['comedy'],tt6081882,6.6
tm244758,Breaking the Bank,MOVIE,2016,,['comedy'],tt3105662,4.8
tm232931,Hannibal Buress: Comedy Camisado,MOVIE,2016,R,['comedy'],tt5352432,6.6
ts83454,"Have You Ever Fallen in Love, Miss Jiang?",SHOW,2016,TV-14,['drama'],,
tm217986,Bangistan,MOVIE,2015,PG-13,"['comedy', 'drama']",tt3422462,4.5
tm451222,Lang Tong,MOVIE,2015,,['thriller'],tt6423578,4.8
tm233648,"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",MOVIE,2015,,['comedy'],tt5087462,6.5
tm247767,Kiss of Life,MOVIE,2015,G,"['comedy', 'romance', 'drama']",tt5348954,5.9
ts53346,Chasing Cameron,SHOW,2016,TV-PG,['reality'],tt6370626,3.8
tm375681,S Storm,MOVIE,2016,PG-13,"['action', 'thriller', 'crime', 'drama']",tt5998744,5.2
tm452046,Hans Teeuwen: Echte Rancune,MOVIE,2016,,['comedy'],,
tm238486,Theo Von: No Offense,MOVIE,2016,,"['comedy', 'documentation']",tt5066564,5.6
ts224440,If I were an Animal,SHOW,2016,TV-G,['documentation'],,
tm232267,Mike Epps: Don't Take It Personal,MOVIE,2015,,['comedy'],tt5339586,4.4
tm203056,Husband Factor,MOVIE,2015,PG-13,"['comedy', 'fantasy', 'romance', 'drama']",tt4899096,6.2
tm272484,Michael Che Matters,MOVIE,2016,,['comedy'],tt6209400,7.2
ts81027,Spark,SHOW,2016,TV-14,['drama'],tt6409112,7
ts86089,Under the Black Moonlight,SHOW,2016,TV-14,"['drama', 'thriller', 'horror']",tt7162436,5
tm198496,Aziz Ansari: Live at Madison Square Garden,MOVIE,2015,,['comedy'],tt4530184,6.6
ts41151,Hibana: Spark,SHOW,2016,,['drama'],tt5301958,7.9
tm201855,Katti Batti,MOVIE,2015,,"['romance', 'comedy', 'drama']",tt4467262,4.7
tm215265,Ave Maria,MOVIE,2015,,['comedy'],,
tm240728,Patton Oswalt: Talking for Clapping,MOVIE,2016,,"['comedy', 'documentation']",tt5457520,6.8
tm233463,Husband Factor: Resurrection,MOVIE,2016,PG,"['comedy', 'family', 'romance', 'drama', 'fantasy']",tt5838944,5.4
tm290157,XV Beyond the Tryline,MOVIE,2016,,"['documentation', 'sport']",tt5254198,6.8
ts83450,Close Your Eyes Before It's Dark,SHOW,2016,TV-14,"['drama', 'crime']",tt6506806,7
ts53017,Best Lover,SHOW,2016,TV-14,"['drama', 'romance']",tt9874364,6.8
ts54117,Luna Petunia,SHOW,2016,TV-Y,"['animation', 'family', 'fantasy']",tt4588068,6.2
tm271839,"Dana Carvey: Straight White Male, 60",MOVIE,2016,,['comedy'],tt6217368,6.4
tm232710,A Second Chance,MOVIE,2015,,"['romance', 'drama', 'family', 'sport', 'documentation']",tt5226380,8.6
tm234703,Soul Thieves,MOVIE,2015,,['horror'],tt4990706,5
tm134052,Umrika,MOVIE,2015,,"['drama', 'comedy']",tt3995590,6.6
tm234069,Wedding Association 2: Circumcision,MOVIE,2015,PG-13,['comedy'],tt5114588,6.4
ts53543,The Miracle,SHOW,2016,TV-14,"['drama', 'comedy', 'fantasy', 'music']",tt6703344,6.3
ts82475,The Dream Job,SHOW,2016,TV-14,"['drama', 'family']",tt7131688,6.1
tm278279,One in a Billion,MOVIE,2016,,['documentation'],tt6045798,6.7
tm212968,Frank and Cindy,MOVIE,2015,,"['comedy', 'drama']",tt1239242,6.1
ts41485,Vanished 46,SHOW,2016,TV-MA,"['scifi', 'action', 'crime', 'drama', 'thriller']",tt5606154,8.4
tm211571,Niyazi Gül Dörtnala,MOVIE,2015,PG,"['comedy', 'drama', 'action']",tt4505260,4.5
tm230478,Brent Morin: I'm Brent Morin,MOVIE,2015,,['comedy'],tt5280664,6.5
tm244923,My Mother's Wound,MOVIE,2016,PG-13,"['drama', 'war']",tt5684860,7.3
tm350374,Saawan,MOVIE,2016,,"['drama', 'thriller']",tt5580778,7.4
tm233570,Beauty and the Bestie,MOVIE,2015,,"['comedy', 'drama', 'action']",tt4842270,4.8
tm554110,The CEO,MOVIE,2016,PG-13,"['drama', 'thriller']",tt5036924,5.7
tm533845,Sam Kinison: The Scream Continues,MOVIE,2016,,['documentation'],tt6069058,6.1
ts84542,Magic Cellphone,SHOW,2016,TV-PG,"['drama', 'comedy']",tt7162434,4.1
tm242906,Sila Samayangalil,MOVIE,2016,,['drama'],tt5877882,5.5
ts253685,Secret of Success,SHOW,2015,TV-14,['drama'],,
ts36634,Diamond Lover,SHOW,2015,TV-PG,"['comedy', 'drama']",tt6058496,6.4
tm236705,Ricardo O'Farrill: Abrazo Genial,MOVIE,2016,,['comedy'],tt5547496,5.5
tm232947,Brahman Naman,MOVIE,2016,,['comedy'],tt5240748,5.5
tm233121,Dedemin Fişi,MOVIE,2016,PG,"['comedy', 'family']",tt5191238,5.5
tm245791,My Stupid Boss,MOVIE,2016,,"['comedy', 'drama']",tt5514296,7.2
tm244577,Love O2O,MOVIE,2016,,"['romance', 'drama']",tt6093452,6.4
tm409220,Ojukokoro (Greed),MOVIE,2016,,"['comedy', 'thriller', 'crime']",tt6660922,6.7
tm549892,Aerials,MOVIE,2016,,"['drama', 'scifi', 'thriller']",tt5314138,1.5
ts285233,Unchained fate,SHOW,2016,TV-14,['scifi'],,
tm239635,Jimmy Carr: Funny Business,MOVIE,2016,,[],,
tm319354,Santa Pac's Merry Berry Day,MOVIE,2016,,"['action', 'animation', 'comedy']",,
ts87884,Sons of the Caliphate,SHOW,2015,TV-14,['drama'],tt10202268,7.4
tm257141,Cedric the Entertainer: Live from the Ville,MOVIE,2016,,['comedy'],tt5753806,6
tm244635,The Blind Christ,MOVIE,2016,,['drama'],tt4778424,5.8
tm456667,Black,MOVIE,2015,,['action'],tt7254796,4.4
tm198842,Souk Bazaar,MOVIE,2015,PG,['comedy'],tt4324242,5.2
tm211424,Dharam Sankat Mein,MOVIE,2015,PG-13,"['comedy', 'drama']",tt4354740,6.3
tm421214,Saudi Arabia Uncovered,MOVIE,2016,,['documentation'],,
tm286268,#Rucker50,MOVIE,2016,,['documentation'],tt6475636,5.2
tm313374,The Tour,MOVIE,2016,,"['comedy', 'european']",,
tm244380,Barcelona: A Love Untold,MOVIE,2016,,"['drama', 'romance']",tt5755912,6.9
tm540757,Project Marathwada,MOVIE,2016,,['drama'],tt5714802,6.6
tm267112,Gang of the Caribbean,MOVIE,2016,,"['thriller', 'european']",tt2174084,5.1
tm245042,Budhia Singh: Born to Run,MOVIE,2016,,"['drama', 'sport']",tt5805252,7.6
tm198786,Crazy Beautiful You,MOVIE,2015,,"['romance', 'drama', 'comedy']",tt4377918,7.2
tm226320,Kara Bela,MOVIE,2015,PG-13,"['comedy', 'action', 'drama']",tt5274684,6.8
tm424879,Road To High & Low,MOVIE,2016,,"['action', 'drama']",tt5659164,6.7
ts36741,Fartsa,SHOW,2015,TV-14,"['crime', 'drama']",tt4567218,6.7
tm214589,The Breakup Playlist,MOVIE,2015,,"['drama', 'music', 'romance']",tt4628812,6.5
ts35963,Singles Villa,SHOW,2015,TV-14,"['drama', 'romance']",tt5053036,7.7
tm279828,Vince & Kath & James,MOVIE,2016,,['romance'],tt6271264,6.9
tm571645,Sommore: The Reign Continues,MOVIE,2015,R,['comedy'],tt4172758,6.9
tm247159,The Last Egg,MOVIE,2016,,"['romance', 'drama', 'comedy']",tt5357902,4.8
tm295349,Ricardo O'Farrill: abrazo navideño,MOVIE,2016,,['comedy'],tt6475778,5.7
tm205333,You're My Boss,MOVIE,2015,,"['comedy', 'romance']",tt4489160,6.3
tm231911,Everyday I Love You,MOVIE,2015,,"['romance', 'drama']",tt4944460,7.1
tm139590,Triumph in the Skies,MOVIE,2015,,"['comedy', 'drama']",tt1929433,4.3
tm283909,The Super Parental Guardians,MOVIE,2016,,['comedy'],tt6271110,4.5
tm407961,Gbomo Gbomo Express,MOVIE,2015,,"['drama', 'crime']",tt4527090,5
tm207734,Chris D'Elia: Incorrigible,MOVIE,2015,R,"['comedy', 'documentation']",tt4624852,6.4
tm247396,Virunga: Gorillas in Peril,MOVIE,2015,,['documentation'],tt4677816,6.6
tm811691,Thomas & Friends: Full Steam To The Rescue!,MOVIE,2016,,['family'],,
tm242745,Cristina,MOVIE,2016,,"['drama', 'documentation']",,
tm225416,Janoskians: Untold and Untrue,MOVIE,2015,,['comedy'],tt4841640,3.7
tm282988,Dieter Nuhr: Nuhr in Berlin,MOVIE,2016,,"['comedy', 'european']",tt6959666,4.8
tm246810,Santa Banta Pvt Ltd,MOVIE,2016,,"['comedy', 'crime', 'drama']",tt2909396,2.7
ts249161,Tariqi: My Way,SHOW,2015,TV-14,"['drama', 'music']",tt5528490,7.2
tm252609,'76,MOVIE,2016,PG-13,"['romance', 'drama']",tt2385126,5.6
ts248736,The Governor,SHOW,2016,TV-14,['drama'],tt7128052,7.4
tm528287,Chhota Bheem in African Safari,MOVIE,2015,,['animation'],tt6418390,6.5
tm562821,Grandmother's Farm Part 2,MOVIE,2015,,"['comedy', 'horror', 'thriller']",tt4658908,5.3
tm244041,Jandino: Whatever it Takes,MOVIE,2016,,['comedy'],tt6999080,4.5
tm272666,The Unmarried Wife,MOVIE,2016,,"['romance', 'drama']",tt5755796,5.8
tm219739,The Love Affair,MOVIE,2015,,"['romance', 'drama']",tt4202506,6.2
tm860487,Pac’s Scary Halloween,MOVIE,2016,,"['fantasy', 'horror']",,
tm1063792,,MOVIE,2015,,[],tt4661188,
ts53513,Back to 1989,SHOW,2016,TV-14,"['scifi', 'drama']",tt6273088,8
tm232090,Snervous Tyler Oakley,MOVIE,2015,PG-13,['documentation'],tt5073746,5.4
tm317850,Meet The in-Laws,MOVIE,2016,,['comedy'],tt8332742,6
tm235005,Oloibiri,MOVIE,2015,,"['thriller', 'drama', 'action']",tt8007138,5.1
tm296203,A Chaster Marriage,MOVIE,2016,PG-13,"['romance', 'family', 'comedy']",tt6379048,5.4
ts83535,Popples,SHOW,2015,,['animation'],tt4210022,6
tm350727,Hajwala: The Missing Engine,MOVIE,2016,R,"['drama', 'thriller', 'action', 'crime', 'sport']",tt6200274,2.1
tm245050,The Arbitration,MOVIE,2016,,"['drama', 'comedy']",tt5811182,5.1
tm212909,Just the Way You Are,MOVIE,2015,,"['drama', 'comedy', 'romance']",tt3837166,6.3
ts38703,My Little Baby,SHOW,2016,TV-PG,"['comedy', 'drama']",tt5546516,6.9
ts83449,Love Storm,SHOW,2016,TV-14,['family'],tt6093070,5.5
ts56544,Bibik Bibikku,SHOW,2016,TV-PG,"['drama', 'comedy']",,
tm271333,The Third Party,MOVIE,2016,,"['comedy', 'romance']",tt6088634,6.1
tm421382,Lakeeran,MOVIE,2016,,['drama'],tt6115284,6.2
tm368725,Love Is a Story,MOVIE,2015,,"['comedy', 'european', 'romance']",tt3764686,6
tm350044,A Man Returned,MOVIE,2016,,['documentation'],,
tm234735,Time Out,MOVIE,2015,,"['drama', 'animation', 'family', 'music']",tt4396648,6
tm239078,Jada,MOVIE,2016,PG-13,"['drama', 'sport']",tt9769714,5.3
ts53864,Ozark,SHOW,2017,TV-MA,"['crime', 'thriller', 'drama']",tt5071412,8.5
ts77795,Derry Girls,SHOW,2018,TV-MA,['comedy'],tt7120662,8.4
ts56683,The Sinner,SHOW,2017,TV-MA,"['crime', 'thriller', 'drama']",tt6048596,7.9
